id,question,referenceAnswers,answer,correct
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make us independence great britain official,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence thirteen colony great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare american colony separate independent nation great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare united state independent control country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared colony independent great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,independence england,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,free us british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare america independent england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make us country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make us independent england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare state independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,allow united state become country,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,state independence america england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,separate colony england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare 13 british colony independent british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare state independent england sole power time,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare original 13 colony free empire britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared american colony independent england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence united state great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us independent country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare united state independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare freedom,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare freedom england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make united official country liberate english control,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence british empire,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,separate us england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence british interest,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us independent great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence america britaish colony,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,grant us independence,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declaration war king george like point legitimate overthrow government require explanation revolt occur,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare 13 colony independent british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence british,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain well reason,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,pursuit happiness,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,formally separate uk,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britian,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,separate great britian,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare american independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make us independent england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,help unite state separate england,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,grant independence 13 original colony,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,grant united state independence great britain,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,assert independence british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,state complaint american colonist george iii declare colony independent,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare sepeartion colony britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,show america independent britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared sovereignty nation independent english rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare original 13 colony free english rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare world american colony declare freedom great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,allow colony overthrow leader declare independence free nation,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare 13 colony independent great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,free united state england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,everyone create equal,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence country england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain state right citizen,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,united 13 state tyranny,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give men woman right life liberty pursuit happiness declare create equal also declare independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declaration independence sever relationship great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare longer accept british monarchy,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give us freedom england country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us different country britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,formally declare independence american colony britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,list wrongdoing british government colony break independent country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared colony sovereign nation free british empire,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give 13 colony independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independance englamd,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us free nation,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence empire britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare america independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared country sovreignity detach england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared colony free british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give everyone freedom help get treat equally regardless race,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declares independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare separation england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence british,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,tell king england want independence,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give united state freedom england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence country rather colony great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us longer part england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence american colony great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,frame government,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare freedom britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make people free european authority,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,independence british,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,international decree separation 13 colony,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,free us british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare free british,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare united state independent england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare freedom,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,told english england declare independent,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,severed tie great britain declare america independent country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare united state independent england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain ie establish intent become country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare usa independence british,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make us independent nation england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,free us british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence nation britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declaration independence declare united state separate great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declares independence great britian,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give freedom life liberty persuit happiness,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare 13 colony separation great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,allow american right,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,separation church state,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare american colony independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give men woman right life liberty pursuit happiness declare create equal,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,inform people right united state expect,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare us independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,document send king england declare american colony independent,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,setup guideline new country independent british rule,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declaried colony indepenant britan,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare indepedance england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence brittish empire,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,cut tie england announce formation new country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make us completely free independent britan,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,announce gb rule,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give freedom people,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declaration independence declare independence thirteen state americal english rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,make u free country,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,independence england,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,grant us equality,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,inform british government territory north america want independent rule,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,mark america free england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare united state separate country england essentially start war independence england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,list colony grievance crown parliament formal declaration colony independence crown,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give notice great britian colony intend establish independent nation,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,establish political system new united state america secession control england,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,establish united state country colony great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,announced separation england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence form britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,separate colony british rule decree,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england unite state,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare soverignty country britian,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,independent british rule,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,give us freedom france,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declared independence great britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence britain problem rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence colony england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,american colony declare freedom british rule,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,announced british empire american colony consider separate entity,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare orignal 13 colony independence britain,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,officially declare colony england united government state become union unite together,0
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence england crown,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare independence america england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare united state independent great britian,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare 13 colony independent british,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declare national independice england,1
3,declaration independence,announced independence announce independence great britian declare independence declare independence great britain say united state free say united state free great britain,declaration independence give men woman right life liberty pursuit happiness declare create equal also declare independence great britain announce 13 american colony war britain longer part british empire,1
