id,question,referenceAnswers,answer,correct
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",i do not know,0
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",monetary,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free market based off capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",don't know,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy","capitalism, turning slowly to socialism",1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",democratic (democracy),0
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",not sure.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",commercial,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",mixed market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democratic capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free trade,0
4,What is the economic system in the United States?,"capitalist economy,market economy",based off the decimal dollar system.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism (with some social welfare),1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalisim.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",the dollar,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",stock exchange,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free market capitalist  system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy","digits, no physical value. dollars.",0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism i think free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy","how money flow in, out, and within the country.",0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy","the overall debt and money coming in and out, i think",0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capatalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",the federal currency system,0
4,What is the economic system in the United States?,"capitalist economy,market economy",a bad one,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free enterprise/capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",mixed-market capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",supply and demand,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",bad but has been worse,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",i don't understand the question.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",republic,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",dont know,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",the economic system is equal employment opportunities for all.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free market economy,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",state-supported capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy","theoretically it is ""free market"" or capitalism.",1
4,What is the economic system in the United States?,"capitalist economy,market economy",dollars,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",the laws,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy","capitalist economy, market economy",1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free trade,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitolism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalistic,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a market system of stocks and bonds,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free enterprise,1
4,What is the economic system in the United States?,"capitalist economy,market economy",mixed market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a corporate welfare guised as a capitalist system.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",the economic system,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free market with some government regulation,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a set of laws we have to follow,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",we use coins and paper in exchange for goods and services.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",captialism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",federal reserve,0
4,What is the economic system in the United States?,"capitalist economy,market economy",republic,0
4,What is the economic system in the United States?,"capitalist economy,market economy",its a world economy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free trade,0
4,What is the economic system in the United States?,"capitalist economy,market economy",mixed market system.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.  supply and demand.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",social capitalism i guess,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalistics,1
4,What is the economic system in the United States?,"capitalist economy,market economy","capitalism (in theory, now mostly socialist)",1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",federal reserve,0
4,What is the economic system in the United States?,"capitalist economy,market economy",a free market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democratic,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitolist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",stock market and trade,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",i do not know.,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",i don't know,0
4,What is the economic system in the United States?,"capitalist economy,market economy",socialist democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",system that determines who owns economic resources,0
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",i dont know,0
4,What is the economic system in the United States?,"capitalist economy,market economy",democratic,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free trade,0
4,What is the economic system in the United States?,"capitalist economy,market economy",unsure,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",im not sure,0
4,What is the economic system in the United States?,"capitalist economy,market economy","i'm not sure, capitalism",1
4,What is the economic system in the United States?,"capitalist economy,market economy",free enterprise system.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",checks and balances,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist market economy.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",value is determined by need/want for a product,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",i dont know,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy","based on a global market, the marshall plan, and different mixtures of capitalism and socialism.",0
4,What is the economic system in the United States?,"capitalist economy,market economy",market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalist,1
4,What is the economic system in the United States?,"capitalist economy,market economy",gold standard,0
4,What is the economic system in the United States?,"capitalist economy,market economy",the economic system in the united states is a free market system.,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",the dollar,0
4,What is the economic system in the United States?,"capitalist economy,market economy",exchange of capital,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",market system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free market or capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",corporatist capitalist with some government controlled markets,1
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",regulated capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",some form of capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",trade and manufacturing,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free enterprise,1
4,What is the economic system in the United States?,"capitalist economy,market economy",democracy economic system,0
4,What is the economic system in the United States?,"capitalist economy,market economy",free market capita;ism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",a regulated free-market capitalist system,1
4,What is the economic system in the United States?,"capitalist economy,market economy",usd,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism,1
4,What is the economic system in the United States?,"capitalist economy,market economy",free trade,0
4,What is the economic system in the United States?,"capitalist economy,market economy",capitalism / free market,1
4,What is the economic system in the United States?,"capitalist economy,market economy",federal reserve,0
4,What is the economic system in the United States?,"capitalist economy,market economy","well, it used to be based on the value of gold to support the value of the us dollar.  not sure what they're using now.",0
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive branch,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, executive, judicial",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive.,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","executive, legislative, judicial",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","executive, judicial and legislative.",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",state,0
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, executive, judicial",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",presidential,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, judicial, executive",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative (the others are executive and judicial),1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legeslative, executive, judisairy",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","judicial,",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial legislative executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial branch,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial.,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","judicial, executive, legislative",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, judicial, executive",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","judicial, legislative, and executive",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary.,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judiciary,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, judicial, and executive",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial.,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative branch,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","executive, judicial, legislative",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","federal, state, local",0
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","executive, legislative, judicial,",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive branch,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",supreme,0
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","judicial, executive, and i forgot the third",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legsilative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",the judicial branch.,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",(don't know),0
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, executive, judicial",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",the judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",excutive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","legislative, judicial, executive",1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",executive,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",judicial (house and senate are the other two),1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial",legislative branch,1
5,Name one of the three branches of the United States government.,"Congress,legislative,President,executive,the courts,judicial","executive, legislative, judiciary",1
